review,review_clean,sentiment
"great product. sound quality is good. exatra bass is awsome. bit tight. but worth of money ( and don't forgot to like ,subscribe and press that bell icon to get notification of our latest video.)  (lol)READ MORE",great product sound quality good exatra bass awsome bit tight worth money dont forgot like subscribe press bell icon get notification latest video lolread,POSITIF
awesome product by boat bass is also good look wise goodREAD MORE,awesome product boat bass also good look wise goodread,POSITIF
Amazing sound with super bass..... beautiful product in very low price...noise free sound..READ MORE,amazing sound super bass beautiful product low pricenoise free soundread,POSITIF
excellent base and excellent sound quality....but build quality should be improved. overall if you are searching for a wireless headphone with good base then this is the perfect product for you. go for it..👍READ MORE,excellent base excellent sound qualitybut build quality improved overall searching wireless headphone good base perfect product itread,POSITIF
Superb bass... nice battery backup... bargain buy at this price.... Nice to have this..READ MORE,superb bass nice battery backup bargain buy price nice thisread,POSITIF
if you connect the headphones with bluetooth when they are going to create a problem of bass otherwise it's look is pretty nice and with aux connectivity it is better and I must say that I got a nice product in rupees 999 the size of the headphones is precisely small for adult and perfect for the teenagers its battery backup is pretty nice but it create a problem in the Bluetooth connectivity sometimesREAD MORE,connect headphone bluetooth going create problem bass otherwise look pretty nice aux connectivity better must say got nice product rupee size headphone precisely small adult perfect teenager battery backup pretty nice create problem bluetooth connectivity sometimesread,NEUTRE
"it's awesome , sound quality is superb ,bass is awesome ,build quality is very good.battery backup is superb .READ MORE",awesome sound quality superb bass awesome build quality goodbattery backup superb read,POSITIF
"good sound ,reasonable battery backup ,only issue on feeling pain on ear due to its on the ear headphone..if it a over the ear then it is excellent product...good connecting speed , range 8 to 10 feet ..thats only small draw back...otherwise excellent and reasonable price..READ MORE",good sound reasonable battery backup issue feeling pain ear due ear headphoneif ear excellent productgood connecting speed range foot thats small draw backotherwise excellent reasonable priceread,POSITIF
I am a big lover of boAt rockerz. I  just love it. nice quality. worth if money. should buy it.🔥❤️❤️❤️🔥❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️READ MORE,big lover boat rockerz love nice quality worth money buy itread,POSITIF
best product for best price .. this product is suitable for those who prefer costly product at low costREAD MORE,best product best price product suitable prefer costly product low costread,POSITIF
outstanding product...dashing bass...your ears really vibrates with that bass..it's a worth buying at 999 good bass and fitting is good for me..some say sweat and tight..but I felt it was good fitting..good colorREAD MORE,outstanding productdashing bassyour ear really vibrates bassits worth buying good bass fitting good mesome say sweat tightbut felt good fittinggood colorread,POSITIF
Those who said it is tight I would say that they rather may don't know that it is adjustable and highly compatible for any age and size. I just simply fell in love with my new boAt Rokerz 400. I wish I had enough time to post some pictures but I am totally running out of time.READ MORE,said tight would say rather may dont know adjustable highly compatible age size simply fell love new boat rokerz wish enough time post picture totally running timeread,POSITIF
"Best headphone in this range, even better than jbl and sony extraa base( i have that also).. Thanks to my gf for giving me such a nice gift.READ MORE",best headphone range even better jbl sony extraa base also thanks giving nice giftread,POSITIF
Amazing sound and Build Quality. Bass is above my expectation. Too Attractive. thanks for 3.5mm jack aux. Adjustable and perfect fit for each member in my small family. Slightly heavy{can be ignored}. Overall VALUE FOR MONEY.looks like a Dedicated product by Boat.READ MORE,amazing sound build quality bass expectation attractive thanks jack aux adjustable perfect fit member small family slightly heavycan ignored overall value moneylooks like dedicated product boatread,POSITIF
"The sound quality of this headphone is quite impressive but the design is not so good, it is not comfortable for my head and ears, after using one or two hours it may give you a headache, but I bought this product in just 999, so at this amount you can't find better product than it...overall the product is good and i'm happy with it..READ MORE",sound quality headphone quite impressive design good comfortable head ear using one two hour may give headache bought product amount cant find better product itoverall product good happy itread,POSITIF
Too cool bro! A must buy product. Boat rockerz 400 had rocked on! Too cool bass and a great sound. It worths your buy. Better than JBL.READ MORE,cool bro must buy product boat rockerz rocked cool bass great sound worth buy better jblread,POSITIF
good product in this price range and bass could be a little bit higher apart from that the product is really good and recommend for people who want a good sound quality in this price  range of Bluetooth headsetREAD MORE,good product price range bass could little bit higher apart product really good recommend people want good sound quality price range bluetooth headsetread,POSITIF
good looks and sound quality but not comfortable when it's on you for more than 10 mins.. everything else is just fineREAD MORE,good look sound quality comfortable min everything else fineread,POSITIF
First of all my dad won't trust online shopping .......... for the first time he trusted on Flipkart thank you for ur delivery.....and regarding the headphones they really rocks especially for the bass lovers excellent quality worthy product everyone should have it who loves quality soundREAD MORE,first dad wont trust online shopping first time trusted flipkart thank deliveryand regarding headphone really rock especially bass lover excellent quality worthy product everyone love quality soundread,POSITIF
"i got this headphone in just 999 in sell, value for money product, one thing is better and it is aux facility, you can use this headphone without bettery as a wired headphone. all and all good product. bass is good but you have to set equilizer in your mobile. sound quality is depand on your mobile also,you can take chance if you want to go Bluetooth headphones in under 1000 rupees.bass - 5/5battery - 5/5 ( for one week)calling - 3/5performance -5/5due to sound system, battery backup, ba...READ MORE",got headphone sell value money product one thing better aux facility use headphone without bettery wired headphone good product bass good set equilizer mobile sound quality depand mobile alsoyou take chance want bluetooth headphone rupeesbass battery one weekcalling performance due sound system battery backup baread,POSITIF
"Reviewing after 5 days of use.I used this earlier as my friend is having same. This is worth buying in 999/- only. Excellent sound, excellent Bass, excellent build quality.READ MORE",reviewing day usei used earlier friend worth buying excellent sound excellent bass excellent build qualityread,POSITIF
I love it ....so so so nice product ...... and also the delivery boy also so good person ....... lovely product 😘😘😘😘READ MORE,love nice product also delivery boy also good person lovely product read,POSITIF
best headphones of my life its so good its sound quality is so good and bass is so rareREAD MORE,best headphone life good sound quality good bass rareread,POSITIF
Just received the Boat Rockerz 400....an excellent product at the price because the quality of sound and bass are excellent. The build of the product is also super good given that it is quite flexible and can adjust to any size of the head plus it's foldable too... A must order at this priceREAD MORE,received boat rockerz excellent product price quality sound bass excellent build product also super good given quite flexible adjust size head plus foldable must order priceread,POSITIF
pros...sound quality awesome 👍            super bass 💨            nicely designed 🎧            good battery back-up🔋cons...very tight on ears👂             mic is not responsive🎙️READ MORE,prossound quality awesome super bass nicely designed good battery backupconsvery tight ear mic responsiveread,POSITIF
Got it for 999 worth of itGood battery life Good sound and bass I bought this as the third product of boatI really love boatREAD MORE,got worth itgood battery life good sound bass bought third product boati really love boatread,POSITIF
"Great with Bluetooth and good with the AUX cable. So light weight, if wore for more than an hour, ear starts little itching and hurting. But gets better with time. Totally worth it if you bought under 1000...READ MORE",great bluetooth good aux cable light weight wore hour ear start little itching hurting get better time totally worth bought read,POSITIF
"overall sound quality is good and the bass is awesome, it's quiet worth of money but boat could make some more flexible material cause after 10 mins of is its a bit pain for ears and our ears start to sweat...READ MORE",overall sound quality good bass awesome quiet worth money boat could make flexible material cause min bit pain ear ear start sweatread,POSITIF
Sound Quality is very awesome its strong and light weight and built Quality is also good and looks very nice and sober..I found bass little lesser than i was thinking although its a nice Bluetooth in this range i bought it in 999/- i was using Boat 510 also but this one is much more easy usable than that..READ MORE,sound quality awesome strong light weight built quality also good look nice soberi found bass little lesser thinking although nice bluetooth range bought using boat also one much easy usable thatread,POSITIF
"the bass is exceptionally good but the balance between bass,tremble and vocals are not upto the mark.I mean you'll love it but its not pleasent if you hear for a an hour,unlike some Sennheiser ones.But if you consider the price(in my case which is 999) its the best bluetooth headset option you can have.READ MORE",bass exceptionally good balance basstremble vocal upto marki mean youll love pleasent hear hourunlike sennheiser onesbut consider pricein case best bluetooth headset option haveread,POSITIF
this is an awesome product at this price. i bought it on january and its may by now and its an still in condition eith no faults. if u r a bgm lover go for this one. but if u r a gamer i wont support it. thnx flipkart💓READ MORE,awesome product price bought january may still condition eith fault bgm lover one gamer wont support thnx flipkartread,POSITIF
almost everything is good and highly just like that jbl but its still very nice and very extream product and cheapest price long life battery performance superb bass and low light weightREAD MORE,almost everything good highly like jbl still nice extream product cheapest price long life battery performance superb bass low light weightread,POSITIF
"Talking about the looks, its pretty cool yet general. The bass is best in this price. Only one issue, when you use it while calling someone, the voice is usually not clear. Even the person on the other side rarely hears my voice..READ MORE",talking look pretty cool yet general bass best price one issue use calling someone voice usually clear even person side rarely hears voiceread,POSITIF
for desgin i've given 3 as i can feel its hardness on my ears. otherwise sound quality is awesome. I really feel that vibration of  super extra bass. sound is cool. If your looking for comfort then you should go for other one. But if you are looking for Sound and Bass then this is the best product in worth price. Thanks FlipkartREAD MORE,desgin ive given feel hardness ear otherwise sound quality awesome really feel vibration super extra bass sound cool looking comfort one looking sound bass best product worth price thanks flipkartread,POSITIF
Nice product perfect durability impressive nice work boAtREAD MORE,nice product perfect durability impressive nice work boatread,POSITIF
Super awesome product and Super awesome delivery by flipkart within 12 hours ☺ I ordered it on 12 AM and got it at 12 PM same day.READ MORE,super awesome product super awesome delivery flipkart within hour ordered got dayread,POSITIF
Yeah it's a good Piece I like itIt have a good soundAnd nice bass alsoBattery life is also longNice....READ MORE,yeah good piece like itit good soundand nice bass alsobattery life also longniceread,POSITIF
"Comfy,compact stylish cool, clear n beautiful bass with balanced treble. Best headphone in this price segment.  dont want to say much things just give it a try. ...READ MORE",comfycompact stylish cool clear beautiful bass balanced treble best headphone price segment dont want say much thing give try read,POSITIF
Nice sound quality and awesome bass ..bt the mic is not seemed satisfactory to me ...bt moreover it's a grt product... ❤️READ MORE,nice sound quality awesome bass mic seemed satisfactory moreover grt product read,POSITIF
"Battery life is good, they should've worked on build quality a bit more but all over a good bluetooth headphone, i recommend you guys. A money worth productREAD MORE",battery life good shouldve worked build quality bit good bluetooth headphone recommend guy money worth productread,POSITIF
it is really good product ?. the best thing in this headphones is it's bass quleality.overall this product is best in this prise rangeREAD MORE,really good product best thing headphone bass qulealityoverall product best prise rangeread,POSITIF
"This headphone is so pretty in look, amazing bass quality, a very good battery life, everything is worth it in this price..simply awesome product.READ MORE",headphone pretty look amazing bass quality good battery life everything worth pricesimply awesome productread,POSITIF
"This headphone is good to listen music, but it is not good for calls, call quality is very poor, call receiver can't able to get our voice clearly when making calls through this headphone.READ MORE",headphone good listen music good call call quality poor call receiver cant able get voice clearly making call headphoneread,POSITIF
very good product amazing sounds good quality and fast Bluetooth connect phone 👍READ MORE,good product amazing sound good quality fast bluetooth connect phone read,POSITIF
awesome headphones worth for it .its bass is superb .treble is good.i got it for rs.1199.i recommend this headphone.READ MORE,awesome headphone worth bass superb treble goodi got rsi recommend headphoneread,POSITIF
superb product i am so happy  Good bass & Good sound Baterry backup okREAD MORE,superb product happy good bass good sound baterry backup okread,POSITIF
Great sound. Worth for money. Good build quality. Buttons are soft and handy. Good product.READ MORE,great sound worth money good build quality button soft handy good productread,POSITIF
Just great Headphones at this price. I would say just go for it becoz it has great bass and sound quality is also good. But the buttons won't work while plugged is my only con.READ MORE,great headphone price would say becoz great bass sound quality also good button wont work plugged conread,POSITIF
"I tried Intex Joggers, level 2 and few others however the quality and satisfaction I got with this model, I can't explain. this is simply superb. superb clarity in sound. rich bass. value for money. once you get it, you will start loving it from the very first day.READ MORE",tried intex jogger level others however quality satisfaction got model cant explain simply superb superb clarity sound rich bass value money get start loving first dayread,POSITIF
After 1 year my review is : This headphone Bass and sound Is too good and Battery life is Too Good. boAt Improve this headphone Lock system after 1 year my head phone lock is broken and tottly good but improve a lock systemREAD MORE,year review headphone bass sound good battery life good boat improve headphone lock system year head phone lock broken tottly good improve lock systemread,POSITIF
"The product was so good, worth for the money, the bass was excellent, very efficient, light weight, sleek design and good range of connectivity. But a lil dissaponitment is tat the  ear cushions are not tat soft.READ MORE",product good worth money bass excellent efficient light weight sleek design good range connectivity lil dissaponitment tat ear cushion tat softread,POSITIF
A very descent produ8for its price and I must add that the aux cable is really thoughtful and innovative and works fine as well.READ MORE,descent produfor price must add aux cable really thoughtful innovative work fine wellread,POSITIF
the product is really good like every thing  built quality And sound..everything is good but I think it need more some bass.. if the laptop users wants to take then they can take blindly if cause it's has lot of different with high bass and quality I love this productREAD MORE,product really good like every thing built quality soundeverything good think need bass laptop user want take take blindly cause lot different high bass quality love productread,POSITIF
nice product nice sound nice audio and nice delivery by Flipkart thank youREAD MORE,nice product nice sound nice audio nice delivery flipkart thank youread,POSITIF
amazing sound Quality and the  Bass is so Amazing like crystal clear soundREAD MORE,amazing sound quality bass amazing like crystal clear soundread,POSITIF
"sound quality is good to super,,,,,cost is not comfertable but all thinks is good ,,,,,,i love it, and i am always happy with flipkart ,,thnx flipkart i love your quality ,,,READ MORE",sound quality good supercost comfertable think good love always happy flipkart thnx flipkart love quality read,POSITIF
Everything is perfect except it's design..  The way it is built provides a good noise cancellation but it is way too tight so when you use for more than an hour your ear starts feeling an ache..  It's the only thing needs to be improved otherwise I've been using these since 5 months and I dont have any other complaint yet..  Overall I am really happy with the product..READ MORE,everything perfect except design way built provides good noise cancellation way tight use hour ear start feeling ache thing need improved otherwise ive using since month dont complaint yet overall really happy productread,POSITIF
"This one is best at that price of 1400/- , call quality is also very good , Bluetooth connection also very nice. I liked it very much.READ MORE",one best price call quality also good bluetooth connection also nice liked muchread,POSITIF
"Over all the product is very good,I loved it bass,but the blue one is not comfortable the better choice is to select black and red oneREAD MORE",product goodi loved bassbut blue one comfortable better choice select black red oneread,POSITIF
"I got this for 999rs and its very awesome in this range. Its worth every penny. Good bass, on high volume the song is audible outside headphones. It's very itchy and sweaty during summer. The outer material which covers ear is not that good. The build quality is good and you can adjust accordingly by pushing the buds up down.READ MORE",got awesome range worth every penny good bass high volume song audible outside headphone itchy sweaty summer outer material cover ear good build quality good adjust accordingly pushing bud downread,POSITIF
"okk i have been using these for almost 5 months now and here is my review for these headphones :-                 Superb sound quality, Bass is osm, minimal design, a little tight for sometime but adjusts after a week or so..,minimal controler keys, soft cushions,nice battery backup,decent charging  speed, i didnt find the mic that good but overall its a beast in this proce rangeREAD MORE",okk using almost month review headphone superb sound quality bass osm minimal design little tight sometime adjusts week sominimal controler key soft cushionsnice battery backupdecent charging speed didnt find mic good overall beast proce rangeread,POSITIF
even though it is little tight on your head it provide super bass and clarity . very good backup. over all fabulous productREAD MORE,even though little tight head provide super bass clarity good backup fabulous productread,POSITIF
I am writing this review after 1 week of usage.The product is good for first time users. Sounds is good and built quality is okay. If you are thinking to play PUBG then you won't be able to play. The Bluetooth lags while playing. You can play the game using aux cable. I bought for 1500.The headphones are tight and need to be adjusted after every 20 to 30 mins. At last it is good for normal usage.READ MORE,writing review week usagethe product good first time user sound good built quality okay thinking play pubg wont able play bluetooth lag playing play game using aux cable bought headphone tight need adjusted every min last good normal usageread,POSITIF
"Nice headphones in budget. The sound quality and bass is superb and is design is also very impressive. But the only thing which should be noted down that these headphones are really fit on ears. When you hear songs for half and hour, you feel pain in your ear. Because of that pain, mood goes off. This thing should be fixed. After all, these headphones are good 🎧🎧👍READ MORE",nice headphone budget sound quality bass superb design also impressive thing noted headphone really fit ear hear song half hour feel pain ear pain mood go thing fixed headphone good read,POSITIF
good headphones at this range...must buy product....use a phone with good audio output to get best results...just loved itREAD MORE,good headphone rangemust buy productuse phone good audio output get best resultsjust loved itread,POSITIF
"The product comes with a wireless headset, a USB cable for charging, and also standard two end male pins in case you want to go wired.Instruction notebook is clear and on point. The product is good I have been using it for a couple of days and until now it has worked well. The bass is the best, you can literally feel it.  Bluetooth pairing is seamless for android but for windows, you may encounter a problem if you are using windows 8.1. The range from mobile to headset is good but the range...READ MORE",product come wireless headset usb cable charging also standard two end male pin case want wiredinstruction notebook clear point product good using couple day worked well bass best literally feel bluetooth pairing seamless android window may encounter problem using window range mobile headset good rangeread,POSITIF
whooo .. a good one with a sleeky design over the head which you can connect via Bluetooth and a aux cable.. calls can be connected when you connect via aux cable (with low voice) this can be improved.. overall it's a good one and the battery lasts for more than 5 hours if you charge it for 2 hours.READ MORE,whooo good one sleeky design head connect via bluetooth aux cable call connected connect via aux cable low voice improved overall good one battery last hour charge hoursread,POSITIF
NICE PRODUCTS AT NICE PRICES....FAST DELIVERY BY FLIPKART.. AWESOME SOUND QUALITY. AWESOME BASS...A MUST BUY PRODUCT..IF U LIKE MY REVIEW THEN HIT A LIKE..READ MORE,nice product nice pricesfast delivery flipkart awesome sound quality awesome bassa must buy productif like review hit likeread,POSITIF
sound quality good and bass quality good when play via bluetooth. But sound and deep bass quality excellent when play via 3.5mm audio jack....READ MORE,sound quality good bass quality good play via bluetooth sound deep bass quality excellent play via audio jackread,POSITIF
"The product is wonderful. The red black colour gives a classy look to it. The sound,clarity and bass are worth 5 star rating. It is very comfortable and the in built controls are very nice. Mic is okay okay worth 3.5 stars.READ MORE",product wonderful red black colour give classy look soundclarity bass worth star rating comfortable built control nice mic okay okay worth starsread,POSITIF
"okay only the sound quality is good how ever you cannot keep the headphones more than an hour your ears will start paining and calls are not clear the other person on the phone cannot hear you,  you have to drag the headset and speak if you are looking for headset only to listen songs then this can b good for only an hour but i would better suggest to take something elseREAD MORE",okay sound quality good ever keep headphone hour ear start paining call clear person phone hear drag headset speak looking headset listen song good hour would better suggest take something elseread,NEGATIF
"very good product at these budget...Bluetooth connectivity is very well and sound quality is too.battery backup is extreme.if you are thinking to buy a budget headphones with better sound, built quality or good battery backup than boat roakers 400 is best option for youworth of money..READ MORE",good product budgetbluetooth connectivity well sound quality toobattery backup extremeif thinking buy budget headphone better sound built quality good battery backup boat roakers best option youworth moneyread,POSITIF
this is best bluetoorh headphone in under rs1500 sound quality is good battery is around 7 8 song is sharp this value for money productREAD MORE,best bluetoorh headphone sound quality good battery around song sharp value money productread,POSITIF
its worth for 1400 RS its nicely build n bass is good n sound quality is nice.but it's little tight for earsREAD MORE,worth nicely build bass good sound quality nicebut little tight earsread,POSITIF
"Amazing Product....Excellent Battery Life... Super Cool Looks...The biggest advantage is the presence of Headphone Jack... Even if the device is out of battery, you can still use the wired mode... No other headphones support this feature at this price range...Mic is average... Not the best I have used but works fine...READ MORE",amazing productexcellent battery life super cool looksthe biggest advantage presence headphone jack even device battery still use wired mode headphone support feature price rangemic average best used work fineread,POSITIF
"it's a good product. Nice sound, nice looking, good sound.. everything is in your control...but some time during talking it does not work properly..overall it's a good product in this price rangeREAD MORE",good product nice sound nice looking good sound everything controlbut time talking work properlyoverall good product price rangeread,POSITIF
awesome product it's very handy and good for gym purpose  if you guys prefer cheap one I got this one at the price of  RS 1199READ MORE,awesome product handy good gym purpose guy prefer cheap one got one price read,POSITIF
"Good build quality. Easy to use. It has got deep bass. Sound quality is good. Battery backup is good initially. At this price it's a win win for buyers. After few minutes of usage ears start hurting, it's bit tighter for ears.READ MORE",good build quality easy use got deep bass sound quality good battery backup good initially price win win buyer minute usage ear start hurting bit tighter earsread,POSITIF
Best product and nice base  powerful battery backup like itREAD MORE,best product nice base powerful battery backup like itread,POSITIF
Good quality at this rate of 1200. if I chooses other top brands I would've spent 3000 to 4000. Thanks flipkart and boat brand for making it in reasonable price. just go for it and enjoy cool musicREAD MORE,good quality rate chooses top brand wouldve spent thanks flipkart boat brand making reasonable price enjoy cool musicread,POSITIF
Best bluetooth headset and beautiful design good powerful bass well in budgets and confertable in ear...READ MORE,best bluetooth headset beautiful design good powerful bass well budget confertable earread,POSITIF
Works best with the good sound engine.. Don't expect much from low configuration mobiles.. But worth the cost..READ MORE,work best good sound engine dont expect much low configuration mobile worth costread,POSITIF
"Very tight on head & ear bcoz the cushion is made with pure leather but it's fit as longer usage but at the starting tine it is very tight,sound is good nd the bass is also better i m used Boat basshead 235 V2 earphones before buying of it but both product of boat is very good nd also i hear BoAt Nirvana UNO earphoneREAD MORE",tight head ear bcoz cushion made pure leather fit longer usage starting tine tightsound good bass also better used boat basshead earphone buying product boat good also hear boat nirvana uno earphoneread,POSITIF
"Headphone ear cup pads are not that much comfortable. It is made of fine quality. Ears starts to sweat and pain when used for longer period of time. Other issue, microphone doesn't work when connected to bluetooth, for that you need to disconnect it first and then plug wire to use it(mic) like when you are receiving calls which is really disturbing! Best alternative to this is Moto Pulse which I have used, most of the things between both are of same quality but Moto is more comfortable.READ MORE",headphone ear cup pad much comfortable made fine quality ear start sweat pain used longer period time issue microphone doesnt work connected bluetooth need disconnect first plug wire use itmic like receiving call really disturbing best alternative moto pulse used thing quality moto comfortableread,NEUTRE
very nice headphone in this price segment worth every penny you cant get something better than this in this price segment. I bought it for RS 999READ MORE,nice headphone price segment worth every penny cant get something better price segment bought read,POSITIF
"Amazing Sound, especially Bass is really good. U can feel the vibrations while playing HD sound. It's superb, Microphone also works fine but it seems U r talking in a big hall to other person.Battery Back Up is awesome.. fit for 7 to 8 hours after full charge.. it's really good in this price segment.READ MORE",amazing sound especially bass really good feel vibration playing sound superb microphone also work fine seems talking big hall personbattery back awesome fit hour full charge really good price segmentread,POSITIF
It's  Nice and it is support on any phone and its Bluetooth also excellent I am satisfied with boAt😕👌😌😀😀READ MORE,nice support phone bluetooth also excellent satisfied boatread,POSITIF
Awesome product. I have been using this proIt gives more than 8-10 hours of battery backup.  Guys if you want to buy this product then go ahead and buy this. I'll recommend to everyone. Best in the market.READ MORE,awesome product using proit give hour battery backup guy want buy product ahead buy ill recommend everyone best marketread,POSITIF
product is very good but the price fluctuation is demoralize me because I purchase this product more amount as today sound quality is very good but when I make call from this then the mic is very sensitive that work only in in closed room or in any vehicle not outside product is awesome BindassREAD MORE,product good price fluctuation demoralize purchase product amount today sound quality good make call mic sensitive work closed room vehicle outside product awesome bindassread,POSITIF
"Flipkart is doing an amazing job, I was getting this product in 2700 in outlet stores but here the same model I got in just 1400.... awesome discount on flipkart and obvious;y the sound quality of this headphone is just amazing... BASS quality is also awesome and lastly flipkart delivery, outstanding service...... The only thing I did not like in this product that, its too tight on the ears...READ MORE",flipkart amazing job getting product outlet store model got awesome discount flipkart obviousy sound quality headphone amazing bass quality also awesome lastly flipkart delivery outstanding service thing like product tight earsread,POSITIF
Better sound quality.. battery backup quality was good.. and feeling good when listen any bass type song.. amazing experience.. love itREAD MORE,better sound quality battery backup quality good feeling good listen bass type song amazing experience love itread,POSITIF
"superb product . I love boat brand , company and there products . thanks Flipkart for again giving best quality product .READ MORE",superb product love boat brand company product thanks flipkart giving best quality product read,POSITIF
good working and sound quality is also good ...I like this headphones ...😘😘 thank u so much filpkart ☺READ MORE,good working sound quality also good like headphone thank much filpkart read,POSITIF
Very nice and wonderful product . super powerful bassREAD MORE,nice wonderful product super powerful bassread,POSITIF
"Boat Rockerz 400. This is awesome Headphone on this price i bought this 1499, 1 headphone 1 audio cable & 1 USB cable to charge. Good sound quality, Good Bass, and Good design. i love this. this is not over ear so it's a problem that I'm facing.READ MORE",boat rockerz awesome headphone price bought headphone audio cable usb cable charge good sound quality good bass good design love ear problem facingread,POSITIF
best purchase  ➡️you can buy this product for it's battery life time ➡️it's sound quality is good but not. best ➡️you can try black because after 10 days use the blue is getting dirty.➡️if you have big ears 👂 it's little bit uncomfortable➡️it's bass is nice ➡️ it's not completely collapseabelhit a like....READ MORE,best purchase buy product battery life time sound quality good best try black day use blue getting dirtyif big ear little bit uncomfortableits bass nice completely collapseabelhit likeread,POSITIF
"too good in it's performance , sound quality is really amazing but the design and comfort level of the  headphone is not up to the mark  .READ MORE",good performance sound quality really amazing design comfort level headphone mark read,POSITIF
"I am using the Boat rockerz 400 for the past one year, it is very good. The audible is excellent while watching movings moreover while traveling it is excellentREAD MORE",using boat rockerz past one year good audible excellent watching movings moreover traveling excellentread,POSITIF
"Super sound and excellent clarity in both terms of bass and treble..In this price range, nothing can be better than this.READ MORE",super sound excellent clarity term bass treblein price range nothing better thisread,POSITIF
"awesome bass , awesome clear sound,  awesome backup,  awesome design, awesome prouctREAD MORE",awesome bass awesome clear sound awesome backup awesome design awesome prouctread,POSITIF
sometimes it takes too much time to connect and even build quality is not that good can't get enough of it though good product in matter of bass and game sounds...READ MORE,sometimes take much time connect even build quality good cant get enough though good product matter bass game soundsread,POSITIF
this is good product  but improve the plastic body . sound quality is also super bestREAD MORE,good product improve plastic body sound quality also super bestread,POSITIF
Got this Headset yesterday. The sound and bass quality are quite good but the design is not so. My ears started paining after half an hour. The ear coverage area is small and round unlike other headsets which are oval or ear shaped.Bluetooth range is decent.Battery backup is also good.I rate this product as good just due to the ear coverage design.READ MORE,got headset yesterday sound bass quality quite good design ear started paining half hour ear coverage area small round unlike headset oval ear shapedbluetooth range decentbattery backup also goodi rate product good due ear coverage designread,POSITIF
Sound is good in aux mode but okay in Bluetooth mode. Good bass and treble. Overall good but it's been better if it has memory card optionREAD MORE,sound good aux mode okay bluetooth mode good bass treble overall good better memory card optionread,POSITIF
Great Headphones RICH BASS🔊🔊 EXCELLENT SOUND QUALITY 🔊🔊 Fabulous Purchase.... Design is AWESOME.... Thank you Flipkart 🙏🏻READ MORE,great headphone rich bass excellent sound quality fabulous purchase design awesome thank flipkart read,POSITIF
"Super quality.!!  Best headphone recommended to music lover & dj lover clear voice pure bass even u can feel the bass in low volume,Perfect fitting to ears and battery backup superb after 4hrs use still 70% remaining.READ MORE",super quality best headphone recommended music lover lover clear voice pure bass even feel bass low volumeperfect fitting ear battery backup superb hr use still remainingread,POSITIF
"i am using this product since 4 month, now i can say it is excellent product, amazing music feeling , top quality, , value for money.. buy it all music lovers..and enjoy super sound qualityREAD MORE",using product since month say excellent product amazing music feeling top quality value money buy music loversand enjoy super sound qualityread,POSITIF
"It is good for music, bass is also good and battery backup is very good but it v.poor for call.READ MORE",good music bass also good battery backup good vpoor callread,POSITIF
Bass is good product quality is also good . If you need a good handphone in budget then this product is so good.READ MORE,bass good product quality also good need good handphone budget product goodread,POSITIF
Best headphones in this price range wow bass is super good and noise cancellation is perfect.Loved it in every way.READ MORE,best headphone price range wow bass super good noise cancellation perfectloved every wayread,POSITIF
Excellent.... And worth of product and very good performance.... Nice i likedREAD MORE,excellent worth product good performance nice likedread,POSITIF
It's a good product and nice delivered.good for music.. but It's can't work perfectly call...suppose u calling your friend for talking..then you can hear but he can't hear you...yes u can't return this product.U can only replace same product...and again the product same problem... I am tired for this productREAD MORE,good product nice deliveredgood music cant work perfectly callsuppose calling friend talkingthen hear cant hear youyes cant return productu replace productand product problem tired productread,POSITIF
"sound quality and bass are really good. price is a bit high, i got it for Rs1400. had it been for Rs1000-1200, would have been the best product in the range. hurts ears a little, but after listening 4-5 days you will get used to it. i have watched 2 movies back to back, but my ears were fine when i got used to it. battery back up is really awesome. you can use it for like 7-8 hours after full charge.READ MORE",sound quality bass really good price bit high got would best product range hurt ear little listening day get used watched movie back back ear fine got used battery back really awesome use like hour full chargeread,POSITIF
good product nice package but idont recommend this for pubg players coz while connected to bt the sound comes after firing 0.45 sec delay but when it is wired its amazing .for hearing songs its just cool high bass.READ MORE,good product nice package idont recommend pubg player coz connected sound come firing sec delay wired amazing hearing song cool high bassread,POSITIF
I did not expected as the best headset ever....i'm very happy with it....love u boatbut calling quality is very poor....otherwise it the best headset in the market which can compete with sony.READ MORE,expected best headset everim happy itlove boatbut calling quality poorotherwise best headset market compete sonyread,POSITIF
"I'm very thankful for this product because following are the reasons -1) This is a two way headset so i'm not worried of discharging the headset, i can just plug the AUX cable and voila i'm listening to music again.2) Battery backup is also good so if fully charged i can play almost 2 hours (Maybe more) of pubg on Bluetooth mode.3) Item make is also of good quality material.4) Loved the powering on greeting and powering off pitching.5) I'm using Asus and headphone jack is in the bottom ...READ MORE",thankful product following reason two way headset worried discharging headset plug aux cable voila listening music battery backup also good fully charged play almost hour maybe pubg bluetooth mode item make also good quality material loved powering greeting powering pitching using asus headphone jack bottom read,POSITIF
Packaging was good. As usual ontime delivery by Flipkart. Regarding the product it's best out there in the market for its price. The only Con is ears start to pain after an hour or so. The cushion on the earpods is good. The build quality is topnotch for the price point. It comes with 3.5mm audio jack as well. In case you run out of battery you can always rely on the conventional wire setup and continue your journey of listening to music :) Over all a great product for 1.4k.READ MORE,packaging good usual ontime delivery flipkart regarding product best market price con ear start pain hour cushion earpods good build quality topnotch price point come audio jack well case run battery always rely conventional wire setup continue journey listening music great product kread,POSITIF
